-r-xr-xr-x,1,root,root,1906536,Nov,18,2015,libtk8.5.a
-rw-r--r--,1,root,root,4664,Nov,18,2015,libtkstub8.5.a
-rw-r--r--,1,root,root,7437,Nov,18,2015,tclConfig.sh
-rw-r--r--,1,root,root,4337,Nov,18,2015,tkConfig.sh
-rw-r--r--,1,root,root,4337,Nov,18,2015,tkConfig.sh
-rw-r--r--,1,root,root,39964,Nov,18,2015,http-2.7.6.tm
-rw-r--r--,1,root,root,9855,Nov,18,2015,platform-1.0.10.tm
-rw-r--r--,1,root,root,9855,Nov,18,2015,platform-1.0.10.tm
-rw-r--r--,1,root,root,5991,Nov,18,2015,shell-1.1.4.tm
-rw-r--r--,1,root,root,5991,Nov,18,2015,shell-1.1.4.tm
-rw-r--r--,1,root,root,13120,Nov,18,2015,msgcat-1.4.4.tm
-rw-r--r--,1,root,root,100507,Nov,18,2015,tcltest-2.3.3.tm
-rw-r--r--,1,root,root,100507,Nov,18,2015,tcltest-2.3.3.tm
-rw-r--r--,1,root,root,20314,Nov,18,2015,auto.tcl
-rw-r--r--,1,root,root,129981,Nov,18,2015,clock.tcl
-rw-r--r--,1,root,root,8965,Nov,18,2015,history.tcl
-rw-r--r--,1,root,root,24968,Nov,18,2015,init.tcl
-rw-r--r--,1,root,root,23571,Nov,18,2015,package.tcl
-rw-r--r--,1,root,root,803,Nov,18,2015,parray.tcl
-rw-r--r--,1,root,root,32771,Nov,18,2015,safe.tcl
-rw-r--r--,1,root,root,4650,Nov,18,2015,tclAppInit.c
-rw-r--r--,1,root,root,6379,Nov,18,2015,tclIndex
-rw-r--r--,1,root,root,11432,Nov,18,2015,tm.tcl
-rw-r--r--,1,root,root,4659,Nov,18,2015,word.tcl
-rw-r--r--,1,root,root,4659,Nov,18,2015,word.tcl
-rw-r--r--,1,root,root,1090,Nov,18,2015,ascii.enc
-rw-r--r--,1,root,root,92873,Nov,18,2015,big5.enc
-rw-r--r--,1,root,root,1091,Nov,18,2015,cp1250.enc
-rw-r--r--,1,root,root,1091,Nov,18,2015,cp1251.enc
-rw-r--r--,1,root,root,1091,Nov,18,2015,cp1252.enc
-rw-r--r--,1,root,root,1091,Nov,18,2015,cp1253.enc
-rw-r--r--,1,root,root,1091,Nov,18,2015,cp1254.enc
-rw-r--r--,1,root,root,1091,Nov,18,2015,cp1255.enc
-rw-r--r--,1,root,root,1091,Nov,18,2015,cp1256.enc
-rw-r--r--,1,root,root,1091,Nov,18,2015,cp1257.enc
-rw-r--r--,1,root,root,1091,Nov,18,2015,cp1258.enc
-rw-r--r--,1,root,root,1090,Nov,18,2015,cp437.enc
-rw-r--r--,1,root,root,1090,Nov,18,2015,cp737.enc
-rw-r--r--,1,root,root,1090,Nov,18,2015,cp775.enc
-rw-r--r--,1,root,root,1090,Nov,18,2015,cp850.enc
-rw-r--r--,1,root,root,1090,Nov,18,2015,cp852.enc
-rw-r--r--,1,root,root,1090,Nov,18,2015,cp855.enc
-rw-r--r--,1,root,root,1090,Nov,18,2015,cp857.enc
-rw-r--r--,1,root,root,1090,Nov,18,2015,cp860.enc
-rw-r--r--,1,root,root,1090,Nov,18,2015,cp861.enc
-rw-r--r--,1,root,root,1090,Nov,18,2015,cp862.enc
-rw-r--r--,1,root,root,1090,Nov,18,2015,cp863.enc
-rw-r--r--,1,root,root,1090,Nov,18,2015,cp864.enc
-rw-r--r--,1,root,root,1090,Nov,18,2015,cp865.enc
-rw-r--r--,1,root,root,1090,Nov,18,2015,cp866.enc
-rw-r--r--,1,root,root,1090,Nov,18,2015,cp869.enc
-rw-r--r--,1,root,root,1090,Nov,18,2015,cp874.enc
-rw-r--r--,1,root,root,48207,Nov,18,2015,cp932.enc
-rw-r--r--,1,root,root,132509,Nov,18,2015,cp936.enc
-rw-r--r--,1,root,root,130423,Nov,18,2015,cp949.enc
-rw-r--r--,1,root,root,91831,Nov,18,2015,cp950.enc
-rw-r--r--,1,root,root,1093,Nov,18,2015,dingbats.enc
-rw-r--r--,1,root,root,1054,Nov,18,2015,ebcdic.enc
-rw-r--r--,1,root,root,85574,Nov,18,2015,euc-cn.enc
-rw-r--r--,1,root,root,82537,Nov,18,2015,euc-jp.enc
-rw-r--r--,1,root,root,93918,Nov,18,2015,euc-kr.enc
-rw-r--r--,1,root,root,86619,Nov,18,2015,gb12345.enc
-rw-r--r--,1,root,root,1091,Nov,18,2015,gb1988.enc
-rw-r--r--,1,root,root,85574,Nov,18,2015,gb2312.enc
-rw-r--r--,1,root,root,84532,Nov,18,2015,gb2312-raw.enc
-rw-r--r--,1,root,root,226,Nov,18,2015,iso2022.enc
-rw-r--r--,1,root,root,192,Nov,18,2015,iso2022-jp.enc
-rw-r--r--,1,root,root,115,Nov,18,2015,iso2022-kr.enc
-rw-r--r--,1,root,root,1095,Nov,18,2015,iso8859-10.enc
-rw-r--r--,1,root,root,1095,Nov,18,2015,iso8859-13.enc
-rw-r--r--,1,root,root,1095,Nov,18,2015,iso8859-14.enc
-rw-r--r--,1,root,root,1095,Nov,18,2015,iso8859-15.enc
-rw-r--r--,1,root,root,1095,Nov,18,2015,iso8859-16.enc
-rw-r--r--,1,root,root,1094,Nov,18,2015,iso8859-1.enc
-rw-r--r--,1,root,root,1094,Nov,18,2015,iso8859-2.enc
-rw-r--r--,1,root,root,1094,Nov,18,2015,iso8859-3.enc
-rw-r--r--,1,root,root,1094,Nov,18,2015,iso8859-4.enc
-rw-r--r--,1,root,root,1094,Nov,18,2015,iso8859-5.enc
-rw-r--r--,1,root,root,1094,Nov,18,2015,iso8859-6.enc
-rw-r--r--,1,root,root,1094,Nov,18,2015,iso8859-7.enc
-rw-r--r--,1,root,root,1094,Nov,18,2015,iso8859-8.enc
-rw-r--r--,1,root,root,1094,Nov,18,2015,iso8859-9.enc
-rw-r--r--,1,root,root,1092,Nov,18,2015,jis0201.enc
-rw-r--r--,1,root,root,80459,Nov,18,2015,jis0208.enc
-rw-r--r--,1,root,root,70974,Nov,18,2015,jis0212.enc
-rw-r--r--,1,root,root,1091,Nov,18,2015,koi8-r.enc
-rw-r--r--,1,root,root,1091,Nov,18,2015,koi8-u.enc
-rw-r--r--,1,root,root,92877,Nov,18,2015,ksc5601.enc
-rw-r--r--,1,root,root,1096,Nov,18,2015,macCentEuro.enc
-rw-r--r--,1,root,root,1096,Nov,18,2015,macCroatian.enc
-rw-r--r--,1,root,root,1096,Nov,18,2015,macCyrillic.enc
-rw-r--r--,1,root,root,1096,Nov,18,2015,macDingbats.enc
-rw-r--r--,1,root,root,1093,Nov,18,2015,macGreek.enc
-rw-r--r--,1,root,root,1095,Nov,18,2015,macIceland.enc
-rw-r--r--,1,root,root,48028,Nov,18,2015,macJapan.enc
-rw-r--r--,1,root,root,1093,Nov,18,2015,macRoman.enc
-rw-r--r--,1,root,root,1095,Nov,18,2015,macRomania.enc
-rw-r--r--,1,root,root,1092,Nov,18,2015,macThai.enc
-rw-r--r--,1,root,root,1095,Nov,18,2015,macTurkish.enc
-rw-r--r--,1,root,root,1095,Nov,18,2015,macUkraine.enc
